S_INFO_WINDCODE,S_INFO_NAME,S_INFO_LISTDATE,S_INFO_DELISTDATE
301197.SZ,工大科雅,20220808,null
301198.SZ,喜悦智行,20211202,null
301199.SZ,迈赫股份,20211207,null
301200.SZ,大族数控,20220228,null
301201.SZ,诚达药业,20220120,null
301202.SZ,朗威股份,20230705,null
301203.SZ,国泰环保,20230404,null
301205.SZ,联特科技,20220913,null
301206.SZ,三元生物,20220210,null
301207.SZ,华兰疫苗,20220218,null
301208.SZ,中亦科技,20220707,null
301209.SZ,联合化学,20220825,null
301210.SZ,金杨股份,20230630,null
301211.SZ,亨迪药业,20211222,null
301212.SZ,联盛化学,20220419,null
301213.SZ,观想科技,20211206,null
301215.SZ,中汽股份,20220308,null
301216.SZ,万凯新材,20220329,null
301217.SZ,铜冠铜箔,20220127,null
301218.SZ,华是科技,20220307,null
301219.SZ,腾远钴业,20220317,null
301220.SZ,亚香股份,20220622,null
301221.SZ,光庭信息,20211222,null
301222.SZ,浙江恒威,20220309,null
301223.SZ,中荣股份,20221026,null
301225.SZ,恒勃股份,20230616,null
301226.SZ,祥明智能,20220325,null
301227.SZ,森鹰窗业,20220926,null
301228.SZ,实朴检测,20220128,null
301229.SZ,纽泰格,20220222,null
301230.SZ,泓博医药,20221101,null
301231.SZ,荣信文化,20220908,null
301232.SZ,飞沃科技,20230615,null
301233.SZ,盛帮股份,20220706,null
301234.SZ,五洲医疗,20220705,null
301235.SZ,华康医疗,20220128,null
301236.SZ,软通动力,20220315,null
301237.SZ,和顺科技,20220323,null
301238.SZ,瑞泰新材,20220617,null
301239.SZ,普瑞眼科,20220705,null
301246.SZ,宏源药业,20230320,null
301248.SZ,杰创智能,20220420,null
301251.SZ,威尔高,20230906,null
301252.SZ,同星科技,20230525,null
301255.SZ,通力科技,20221227,null
301256.SZ,华融化学,20220322,null
301257.SZ,普蕊斯,20220517,null
301258.SZ,富士莱,20220329,null
301259.SZ,艾布鲁,20220426,null
301260.SZ,格力博,20230208,null
301261.SZ,恒工精密,20230710,null
301262.SZ,海看股份,20230620,null
301263.SZ,泰恩康,20220329,null
301265.SZ,华新环保,20221216,null
301266.SZ,宇邦新材,20220608,null
301267.SZ,华厦眼科,20221107,null
301268.SZ,铭利达,20220407,null
301269.SZ,华大九天,20220729,null
301270.SZ,汉仪股份,20220831,null
301272.SZ,英华特,20230713,null
301273.SZ,瑞晨环保,20221025,null
301276.SZ,嘉曼服饰,20220909,null
301277.SZ,新天地,20221116,null
301278.SZ,快可电子,20220804,null
301279.SZ,金道科技,20220413,null
301280.SZ,珠城科技,20221226,null
301281.SZ,科源制药,20230404,null
301282.SZ,金禄电子,20220826,null
301283.SZ,聚胶股份,20220902,null
301285.SZ,鸿日达,20220928,null
301286.SZ,侨源股份,20220614,null
301287.SZ,康力源,20230614,null
301288.SZ,清研环境,20220422,null
301289.SZ,国缆检测,20220622,null
301290.SZ,东星医疗,20221130,null
301291.SZ,明阳电气,20230630,null
301292.SZ,海科新源,20230707,null
301293.SZ,三博脑科,20230505,null
301295.SZ,美硕科技,20230628,null
301296.SZ,新巨丰,20220902,null
301297.SZ,富乐德,20221230,null
301298.SZ,东利机械,20220606,null
301299.SZ,卓创资讯,20221019,null
301300.SZ,远翔新材,20220819,null
301301.SZ,川宁生物,20221227,null
301302.SZ,华如科技,20220623,null
301303.SZ,真兰仪表,20230220,null
301305.SZ,朗坤环境,20230523,null
301306.SZ,西测测试,20220726,null
301307.SZ,美利信,20230424,null
301308.SZ,江波龙,20220805,null
301309.SZ,万得凯,20220919,null
301310.SZ,鑫宏业,20230602,null
301311.SZ,昆船智能,20221130,null
301312.SZ,智立方,20220711,null
301313.SZ,凡拓数创,20220930,null
301314.SZ,科瑞思,20230328,null
301315.SZ,威士顿,20230621,null
301316.SZ,慧博云通,20221013,null
301317.SZ,鑫磊股份,20230119,null
301318.SZ,维海德,20220810,null
301319.SZ,唯特偶,20220929,null
301320.SZ,豪江智能,20230609,null
301321.SZ,翰博高新,20220818,null
301322.SZ,绿通科技,20230306,null
301323.SZ,新莱福,20230606,null
301325.SZ,曼恩斯特,20230512,null
301326.SZ,捷邦科技,20220921,null
301327.SZ,华宝新能,20220919,null
301328.SZ,维峰电子,20220908,null
301329.SZ,信音电子,20230717,null
301330.SZ,熵基科技,20220817,null
301331.SZ,恩威医药,20220921,null
301332.SZ,德尔玛,20230518,null
301333.SZ,诺思格,20220802,null
301335.SZ,天元宠物,20221118,null
301336.SZ,趣睡科技,20220812,null
301337.SZ,亚华电子,20230526,null
301338.SZ,凯格精机,20220816,null
301339.SZ,通行宝,20220909,null
301345.SZ,涛涛车业,20230321,null
301348.SZ,蓝箭电子,20230810,null
301349.SZ,信德新材,20220909,null
301353.SZ,普莱得,20230530,null
301355.SZ,南王科技,20230612,null
301356.SZ,天振股份,20221114,null
301357.SZ,北方长龙,20230418,null
301358.SZ,湖南裕能,20230209,null
301359.SZ,东南电子,20221109,null
301360.SZ,荣旗科技,20230425,null
301361.SZ,众智科技,20221116,null
301362.SZ,民爆光电,20230804,null
301363.SZ,美好医疗,20221012,null
301365.SZ,矩阵股份,20221122,null
301366.SZ,一博科技,20220926,null
301367.SZ,怡和嘉业,20221101,null
301368.SZ,丰立智能,20221215,null
301369.SZ,联动科技,20220922,null
301370.SZ,国科恒泰,20230712,null
301371.SZ,敷尔佳,20230801,null
301372.SZ,科净源,20230811,null
301373.SZ,凌玮科技,20230208,null
301376.SZ,致欧科技,20230621,null
301377.SZ,鼎泰高科,20221122,null
301378.SZ,通达海,20230320,null
301379.SZ,天山电子,20221101,null
301380.SZ,挖金客,20221025,null
301381.SZ,赛维时代,20230712,null
301382.SZ,蜂助手,20230517,null
301383.SZ,天键股份,20230609,null
301386.SZ,未来电器,20230329,null
301387.SZ,光大同创,20230418,null
301388.SZ,欣灵电气,20221109,null
301389.SZ,隆扬电子,20221031,null
301390.SZ,经纬股份,20230508,null
301391.SZ,卡莱特,20221201,null
301392.SZ,汇成真空,20240605,null
301393.SZ,昊帆生物,20230712,null
301395.SZ,仁信新材,20230703,null
301396.SZ,宏景科技,20221111,null
301397.SZ,溯联股份,20230628,null
301398.SZ,星源卓镁,20221215,null
301399.SZ,英特科技,20230523,null
301408.SZ,华人健康,20230301,null
301413.SZ,安培龙,20231218,null
301418.SZ,协昌科技,20230821,null
301419.SZ,阿莱德,20230209,null
301421.SZ,波长光电,20230823,null
301428.SZ,世纪恒通,20230519,null
301429.SZ,森泰股份,20230417,null
301439.SZ,泓淋电力,20230317,null
301446.SZ,福事特,20230725,null
301448.SZ,开创电气,20230619,null
301456.SZ,盘古智能,20230714,null
301459.SZ,丰茂股份,20231213,null
301468.SZ,博盈特焊,20230724,null
301469.SZ,恒达新材,20230822,null
301486.SZ,致尚科技,20230707,null
301487.SZ,盟固利,20230809,null
301488.SZ,豪恩汽电,20230704,null
301489.SZ,思泉新材,20231024,null
301498.SZ,乖宝宠物,20230816,null
301499.SZ,维科精密,20230721,null
301500.SZ,飞南资源,20230921,null
301502.SZ,华阳智能,20240202,null
301503.SZ,智迪科技,20230717,null
301505.SZ,苏州规划,20230719,null
301507.SZ,民生健康,20230905,null
301508.SZ,中机认检,20231201,null
301509.SZ,金凯生科,20230803,null
301510.SZ,固高科技,20230815,null
301511.SZ,德福科技,20230817,null
301512.SZ,智信精密,20230720,null
301515.SZ,港通医疗,20230725,null
301516.SZ,中远通,20231208,null
301517.SZ,陕西华达,20231017,null
301518.SZ,长华化学,20230803,null
301519.SZ,舜禹股份,20230727,null
301520.SZ,万邦医药,20230925,null
301522.SZ,上大股份,20241016,null
301525.SZ,儒竞科技,20230830,null
301526.SZ,国际复材,20231226,null
301528.SZ,多浦乐,20230828,null
301529.SZ,福赛科技,20230911,null
301533.SZ,威马农机,20230818,null
301536.SZ,星宸科技,20240328,null
301538.SZ,骏鼎达,20240320,null
301539.SZ,宏鑫科技,20240415,null
301548.SZ,崇德科技,20230920,null
301550.SZ,斯菱股份,20230915,null
301551.SZ,无线传媒,20240926,null
301552.SZ,科力装备,20240722,null
301555.SZ,惠柏新材,20231031,null
301556.SZ,托普云农,20241017,null
301558.SZ,三态股份,20230928,null
301559.SZ,中集环科,20231011,null
301565.SZ,中仑新材,20240620,null
301566.SZ,达利凯普,20231229,null
301567.SZ,贝隆精密,20240116,null
301568.SZ,思泰克,20231128,null
301571.SZ,国科天成,20240821,null
301577.SZ,美信科技,20240124,null
301578.SZ,辰奕智能,20231228,null
301580.SZ,爱迪特,20240626,null
301586.SZ,佳力奇,20240828,null
301587.SZ,中瑞股份,20240408,null
301588.SZ,美新科技,20240313,null
301589.SZ,诺瓦星云,20240208,null
301591.SZ,肯特股份,20240228,null
301592.SZ,六九一二,20241024,null
301596.SZ,瑞迪智驱,20240513,null
301600.SZ,慧翰股份,20240911,null
301603.SZ,乔锋智能,20240710,null
301606.SZ,绿联科技,20240726,null
301607.SZ,富特科技,20240904,null
301608.SZ,博实结,20240801,null
301611.SZ,珂玛科技,20240816,null
301613.SZ,新铝时代,20241025,null
301618.SZ,长联科技,20240930,null
301626.SZ,苏州天脉,20241024,null
301628.SZ,C强达,20241031,null
430017.BJ,星昊医药,20230531,null
430047.BJ,诺思兰德,20211115,null
430090.BJ,同辉信息,20211115,null
430139.BJ,华岭股份,20221028,null
430198.BJ,微创光电,20211115,null
430300.BJ,辰光医疗,20221207,null
430418.BJ,苏轴股份,20211115,null
430425.BJ,乐创技术,20230130,null
430476.BJ,海能技术,20221014,null
430478.BJ,峆一药业,20230223,null
430489.BJ,佳先股份,20211115,null
430510.BJ,丰光精密,20211115,null
430556.BJ,雅达股份,20230317,null
430564.BJ,天润科技,20220617,null
430685.BJ,新芝生物,20221010,null
430718.BJ,合肥高科,20221222,null
600000.SH,浦发银行,19991110,null
600001.SH,邯郸钢铁,19980122,20091229
600002.SH,齐鲁石化,19980408,20060424
600003.SH,ST东北高,19990810,20100226
600004.SH,白云机场,20030428,null
600005.SH,武钢股份,19990803,20170214
600006.SH,东风股份,19990727,null
600007.SH,中国国贸,19990312,null
600008.SH,首创环保,20000427,null
600009.SH,上海机场,19980218,null
600010.SH,包钢股份,20010309,null
600011.SH,华能国际,20011206,null
600012.SH,皖通高速,20030107,null
600015.SH,华夏银行,20030912,null
600016.SH,民生银行,20001219,null
600017.SH,日照港,20061017,null
600018.SH,上港集团,20061026,null
600019.SH,宝钢股份,20001212,null
600020.SH,中原高速,20030808,null
600021.SH,上海电力,20031029,null
600022.SH,山东钢铁,20040629,null
600023.SH,浙能电力,20131219,null
600025.SH,华能水电,20171215,null
600026.SH,中远海能,20020523,null
600027.SH,华电国际,20050203,null
600028.SH,中国石化,20010808,null
600029.SH,南方航空,20030725,null
600030.SH,中信证券,20030106,null
600031.SH,三一重工,20030703,null
600032.SH,浙江新能,20210525,null
600033.SH,福建高速,20010209,null
600035.SH,楚天高速,20040310,null
600036.SH,招商银行,20020409,null
600037.SH,歌华有线,20010208,null
600038.SH,中直股份,20001218,null
600039.SH,四川路桥,20030325,null
600048.SH,保利发展,20060731,null
600050.SH,中国联通,20021009,null
600051.SH,宁波联合,19970410,null
600052.SH,东望时代,19970415,null
600053.SH,九鼎投资,19970418,null
600054.SH,黄山旅游,19970506,null
600055.SH,万东医疗,19970519,null
600056.SH,中国医药,19970515,null
600057.SH,厦门象屿,19970604,null
600058.SH,五矿发展,19970528,null
600059.SH,古越龙山,19970516,null
600060.SH,海信视像,19970422,null
600061.SH,国投资本,19970519,null
600062.SH,华润双鹤,19970522,null
600063.SH,皖维高新,19970528,null
600064.SH,南京高科,19970506,null
600065.SH,*ST联谊,19970523,20071213
600066.SH,宇通客车,19970508,null
600067.SH,冠城大通,19970508,null
600068.SH,葛洲坝,19970526,20210913
600069.SH,退市银鸽,19970430,20200827
600070.SH,*ST富润,19970604,null
600071.SH,凤凰光学,19970528,null
600072.SH,中船科技,19970603,null
600073.SH,光明肉业,19970704,null
600074.SH,退市保千,19970623,20200602
600075.SH,新疆天业,19970617,null
600076.SH,康欣新材,19970526,null
600077.SH,*ST宋都,19970520,20230725
600078.SH,澄星股份,19970627,null
600079.SH,人福医药,19970606,null
600080.SH,金花股份,19970612,null
600081.SH,东风科技,19970703,null
600082.SH,海泰发展,19970620,null
600083.SH,*ST博信,19970606,null
600084.SH,中信尼雅,19970711,null
600085.SH,同仁堂,19970625,null
600086.SH,退市金钰,19970606,20210317
600087.SH,退市长油,19970612,20140605
600088.SH,中视传媒,19970616,null
600089.SH,特变电工,19970618,null
600090.SH,退市济堂,19970616,20220707
600091.SH,退市明科,19970704,20220621
600092.SH,S*ST精密,19970626,20061130
600093.SH,退市易见,19970626,20220623
600094.SH,大名城,19970703,null
600095.SH,湘财股份,19970708,null
600096.SH,云天化,19970709,null
600097.SH,开创国际,19970619,null
600098.SH,广州发展,19970718,null
600099.SH,林海股份,19970704,null
600100.SH,同方股份,19970627,null
600101.SH,明星电力,19970627,null
600102.SH,莱钢股份,19970828,20120228
600103.SH,青山纸业,19970703,null
600104.SH,上汽集团,19971125,null
600105.SH,永鼎股份,19970929,null
600106.SH,重庆路桥,19970618,null
600107.SH,美尔雅,19971106,null
600108.SH,亚盛集团,19970818,null
600109.SH,国金证券,19970807,null
600110.SH,诺德股份,19971007,null
600111.SH,北方稀土,19970924,null
600112.SH,*ST天成,19971127,20240815
600113.SH,浙江东日,19971021,null
600114.SH,东睦股份,20040511,null
600115.SH,中国东航,19971105,null
600116.SH,三峡水利,19970804,null
600117.SH,西宁特钢,19971015,null
600118.SH,中国卫星,19970908,null
600119.SH,长江投资,19980115,null
600120.SH,浙江东方,19971201,null
600121.SH,郑州煤电,19980107,null
600122.SH,*ST宏图,19980420,20230626
600123.SH,兰花科创,19981217,null
600125.SH,铁龙物流,19980511,null
600126.SH,杭钢股份,19980311,null
600127.SH,金健米业,19980506,null
600128.SH,苏豪弘业,19970901,null
600129.SH,太极集团,19971118,null
600130.SH,波导股份,20000706,null
600131.SH,国网信通,19980402,null
600132.SH,重庆啤酒,19971030,null
600133.SH,东湖高新,19980212,null
600135.SH,乐凯胶片,19980122,null
600136.SH,ST明诚,19980303,null
600137.SH,浪莎股份,19980416,null
600138.SH,中青旅,19971203,null
600139.SH,*ST西源,19980225,20230327
600141.SH,兴发集团,19990616,null
600143.SH,金发科技,20040623,null
600145.SH,退市新亿,19990923,20220428
600146.SH,退市环球,19990707,20220630
600148.SH,长春一东,19980520,null
600149.SH,廊坊发展,19991014,null
600150.SH,中国船舶,19980520,null
600151.SH,航天机电,19980605,null
600152.SH,维科技术,19980609,null
600153.SH,建发股份,19980616,null
600155.SH,华创云信,19980918,null
600156.SH,华升股份,19980527,null
600157.SH,永泰能源,19980513,null
600158.SH,中体产业,19980327,null
600159.SH,大龙地产,19980526,null
600160.SH,巨化股份,19980626,null
600161.SH,天坛生物,19980616,null
600162.SH,香江控股,19980609,null
600163.SH,中闽能源,19980602,null
600165.SH,*ST宁科,19980529,null
600166.SH,福田汽车,19980602,null
600167.SH,联美控股,19990128,null
600168.SH,武汉控股,19980427,null
600169.SH,太原重工,19980904,null
600170.SH,上海建工,19980623,null
600171.SH,上海贝岭,19980924,null
600172.SH,黄河旋风,19981126,null
600173.SH,卧龙地产,19990415,null
600175.SH,退市美都,19990408,20200814
600176.SH,中国巨石,19990422,null
600177.SH,雅戈尔,19981119,null
600178.SH,东安动力,19981014,null
600179.SH,安通控股,19981104,null
600180.SH,瑞茂通,19980703,null
600181.SH,S*ST云大,19980928,20070601
600182.SH,S佳通,19990507,null
600183.SH,生益科技,19981028,null
600184.SH,光电股份,20031106,null
600185.SH,格力地产,19990611,null
600186.SH,莲花控股,19980825,null
600187.SH,国中水务,19981111,null
600188.SH,兖矿能源,19980701,null
600189.SH,泉阳泉,19981007,null
600190.SH,ST锦港,19990609,null
600191.SH,华资实业,19981210,null
600192.SH,长城电工,19981224,null
600193.SH,创兴资源,19990527,null
600195.SH,中牧股份,19990107,null
600196.SH,复星医药,19980807,null
600197.SH,伊力特,19990916,null
600198.SH,大唐电信,19981021,null
600199.SH,金种子酒,19980812,null
600200.SH,江苏吴中,19990401,null
600201.SH,生物股份,19990115,null
600202.SH,哈空调,19990603,null
600203.SH,福日电子,19990514,null
600205.SH,S山东铝,19990630,20070430
600206.SH,有研新材,19990319,null
600207.SH,安彩高科,19990714,null
600208.SH,衢州发展,19990623,null
600209.SH,退市罗顿,19990325,20220622
600210.SH,紫江企业,19990824,null
600211.SH,西藏药业,19990721,null
600212.SH,绿能慧充,19990817,null
600213.SH,*ST亚星,19990831,20241017
600215.SH,派斯林,19990909,null
600216.SH,浙江医药,19991021,null
600217.SH,中再资环,19991216,null
600218.SH,全柴动力,19981203,null
600219.SH,南山铝业,19991223,null
600220.SH,ST阳光,19990927,20240710
600221.SH,海航控股,19991125,null
600222.SH,太龙药业,19991105,null
600223.SH,福瑞达,20000113,null
600225.SH,*ST卓朗,20000127,null
600226.SH,亨通股份,19991116,null
600227.SH,赤天化,20000221,null
600228.SH,返利科技,19990119,null
600229.SH,城市传媒,20000309,null
600230.SH,沧州大化,20000406,null
600231.SH,凌钢股份,20000511,null
600232.SH,金鹰股份,20000602,null
600233.SH,圆通速递,20000608,null
600234.SH,*ST科新,20000615,null
600235.SH,民丰特纸,20000615,null
600236.SH,桂冠电力,20000323,null
600237.SH,铜峰电子,20000609,null
600238.SH,海南椰岛,20000120,null
600239.SH,云南城投,19991202,null
600240.SH,退市华业,20000628,20200205
600241.SH,时代万恒,20001128,null
600242.SH,退市中昌,20001207,20230629
600243.SH,青海华鼎,20001120,null
600246.SH,万通发展,20000922,null
600247.SH,*ST成城,20001123,20210322
600248.SH,陕建股份,20000622,null
600249.SH,两面针,20040130,null
600250.SH,南京商旅,20010306,null
600251.SH,冠农股份,20030609,null
600252.SH,中恒集团,20001130,null
600253.SH,天方药业,20001227,20130715
600255.SH,鑫科材料,20001122,null
600256.SH,广汇能源,20000526,null
600257.SH,大湖股份,20000612,null
600258.SH,首旅酒店,20000601,null
600259.SH,广晟有色,20000525,null
600260.SH,*ST凯乐,20000706,20230215
600261.SH,阳光照明,20000720,null
600262.SH,北方股份,20000630,null
600263.SH,路桥建设,20000725,20120301
600265.SH,景谷林业,20000825,null
600266.SH,城建发展,19990203,null
600267.SH,海正药业,20000725,null
600268.SH,国电南自,19991118,null
600269.SH,赣粤高速,20000518,null
600270.SH,外运发展,20001228,20181228
600271.SH,航天信息,20030711,null
600272.SH,开开实业,20010228,null
600273.SH,嘉化能源,20030627,null
600275.SH,退市昌鱼,20000810,20220622
600276.SH,恒瑞医药,20001018,null
600277.SH,ST亿利,20000725,20240718
600278.SH,东方创业,20000712,null
600279.SH,重庆港,20000731,null
600280.SH,中央商场,20000926,null
600281.SH,华阳新材,20001109,null
600282.SH,南钢股份,20000919,null
600283.SH,钱江水利,20001018,null
600284.SH,浦东建设,20040316,null
600285.SH,羚锐制药,20001018,null
600286.SH,S*ST国瓷,19991209,20070531
600287.SH,ST舜天,20000901,null
600288.SH,大恒科技,20001129,null
600289.SH,*ST信通,20000720,null
600290.SH,*ST华仪,20001106,20240116
600291.SH,退市西水,20000731,20220614
600292.SH,远达环保,20001101,null
600293.SH,三峡新材,20000919,null
600295.SH,鄂尔多斯,20010426,null
600296.SH,S兰铝,20000719,20070430
600297.SH,广汇汽车,20001116,20240828
600298.SH,安琪酵母,20000818,null
600299.SH,安迪苏,20000420,null
600300.SH,维维股份,20000630,null
600301.SH,华锡有色,20000712,null
600302.SH,标准股份,20001213,null
600303.SH,ST曙光,20001226,null
600305.SH,恒顺醋业,20010206,null
600306.SH,退市商城,20001226,20240626
600307.SH,酒钢宏兴,20001220,null
600308.SH,华泰股份,20000928,null
600309.SH,万华化学,20010105,null
600310.SH,广西能源,20010228,null
600311.SH,*ST荣华,20010626,20230327
600312.SH,平高电气,20010221,null
600313.SH,农发种业,20010119,null
600315.SH,上海家化,20010315,null
600316.SH,洪都航空,20001215,null
600317.SH,营口港,20020131,20210129
600318.SH,新力金融,20001208,null
600319.SH,亚星化学,20010326,null
600320.SH,振华重工,20001221,null
600321.SH,正源股份,20010524,20240627
600322.SH,津投城开,20010910,null
600323.SH,瀚蓝环境,20001225,null
600325.SH,华发股份,20040225,null
600326.SH,西藏天路,20010116,null
600327.SH,大东方,20020625,null
600328.SH,中盐化工,20001222,null
600329.SH,达仁堂,20010606,null
600330.SH,天通股份,20010118,null
600331.SH,宏达股份,20011220,null
600332.SH,白云山,20010206,null
600333.SH,长春燃气,20001211,null
600335.SH,国机汽车,20010305,null
600336.SH,澳柯玛,20001229,null
600337.SH,美克家居,20001127,null
600338.SH,西藏珠峰,20001227,null
600339.SH,中油工程,20001225,null
600340.SH,华夏幸福,20031230,null
600343.SH,航天动力,20030408,null
600345.SH,长江通信,20001222,null
600346.SH,恒力石化,20010820,null
600348.SH,华阳股份,20030821,null
600350.SH,山东高速,20020318,null
600351.SH,亚宝药业,20020926,null
600352.SH,浙江龙盛,20030801,null
600353.SH,旭光电子,20021120,null
600354.SH,敦煌种业,20040115,null
600355.SH,精伦电子,20020613,null
600356.SH,恒丰纸业,20010419,null
600357.SH,承德钒钛,20020906,20091229
600358.SH,国旅联合,20000922,null
600359.SH,新农开发,19990429,null
600360.SH,ST华微,20010316,null
600361.SH,创新新材,20011129,null
600362.SH,江西铜业,20020111,null
600363.SH,联创光电,20010329,null
600365.SH,ST通葡,20010115,null
600366.SH,宁波韵升,20001030,null
600367.SH,红星发展,20010320,null
600368.SH,五洲交通,20001221,null
600369.SH,西南证券,20010109,null
600370.SH,三房巷,20030306,null
600371.SH,万向德农,20020916,null
600372.SH,中航机载,20010706,null
600373.SH,中文传媒,20020304,null
600375.SH,*ST汉马,20030401,null
600376.SH,首开股份,20010312,null
600377.SH,宁沪高速,20010116,null
600378.SH,昊华科技,20010111,null
600379.SH,宝光股份,20020116,null
600380.SH,健康元,20010608,null
600381.SH,ST春天,20010508,null
600382.SH,广东明珠,20010118,null
600383.SH,金地集团,20010412,null
600385.SH,退市金泰,20010723,20220707
600386.SH,北巴传媒,20010216,null
600387.SH,*ST海越,20040218,null
600388.SH,龙净环保,20001229,null
600389.SH,江山股份,20010110,null
600390.SH,五矿资本,20010115,null
600391.SH,航发科技,20011212,null
600392.SH,盛和资源,20030529,null
600393.SH,ST粤泰,20010319,20230718
600395.SH,盘江股份,20010531,null
600396.SH,华电辽能,20010328,null
600397.SH,安源煤业,20020702,null
600398.SH,海澜之家,20001228,null
600399.SH,抚顺特钢,20001229,null
600400.SH,红豆股份,20010108,null
600401.SH,退市海润,20030924,20190712
600403.SH,大有能源,20031009,null
600405.SH,动力源,20040401,null
600406.SH,国电南瑞,20031016,null
600408.SH,安泰集团,20030212,null
600409.SH,三友化工,20030618,null
600410.SH,华胜天成,20040427,null
600415.SH,小商品城,20020509,null
600416.SH,湘电股份,20020718,null
600418.SH,江淮汽车,20010824,null
600419.SH,天润乳业,20010628,null
600420.SH,国药现代,20040616,null
600421.SH,华嵘控股,20040607,null
600422.SH,昆药集团,20001206,null
600423.SH,柳化股份,20030717,null
600425.SH,青松建化,20030724,null
600426.SH,华鲁恒升,20020620,null
600428.SH,中远海特,20020418,null
600429.SH,三元股份,20030915,null
600432.SH,退市吉恩,20030905,20180713
600433.SH,冠豪高新,20030619,null
600435.SH,北方导航,20030704,null
600436.SH,片仔癀,20030616,null
600438.SH,通威股份,20040302,null
600439.SH,瑞贝卡,20030710,null
600444.SH,国机通用,20040219,null
600446.SH,金证股份,20031224,null
600448.SH,华纺股份,20010903,null
600449.SH,宁夏建材,20030829,null
600452.SH,涪陵电力,20040303,null
600455.SH,博通股份,20040329,null
600456.SH,宝钛股份,20020412,null
600458.SH,时代新材,20021219,null
600459.SH,贵研铂业,20030516,null
600460.SH,士兰微,20030311,null
600461.SH,洪城环境,20040601,null
600462.SH,*ST九有,20030903,null
600463.SH,空港股份,20040318,null
600466.SH,*ST蓝光,20010212,20230606
600467.SH,好当家,20040405,null
600468.SH,百利电气,20010615,null
600469.SH,风神股份,20031021,null
600470.SH,六国化工,20040305,null
600472.SH,包头铝业,20050509,20071226
600475.SH,华光环能,20030721,null
600476.SH,湘邮科技,20031210,null
600477.SH,杭萧钢构,20031110,null
600478.SH,科力远,20030918,null
600479.SH,千金药业,20040312,null
600480.SH,凌云股份,20030815,null
600481.SH,双良节能,20030422,null
600482.SH,中国动力,20040714,null
600483.SH,福能股份,20040531,null
600485.SH,*ST信威,20030807,20210601
600486.SH,扬农化工,20020425,null
600487.SH,亨通光电,20030822,null
600488.SH,津药药业,20010618,null
600489.SH,中金黄金,20030814,null
600490.SH,鹏欣资源,20030626,null
600491.SH,龙元建设,20040524,null
600493.SH,凤竹纺织,20040421,null
600495.SH,晋西车轴,20040526,null
600496.SH,精工钢构,20020605,null
600497.SH,驰宏锌锗,20040420,null
600498.SH,烽火通信,20010823,null
600499.SH,科达制造,20021010,null
600500.SH,中化国际,20000301,null
600501.SH,航天晨光,20010615,null
600502.SH,安徽建工,20030415,null
600503.SH,华丽家族,20020709,null
600505.SH,西昌电力,20020530,null
600506.SH,统一股份,20011226,null
600507.SH,方大特钢,20030930,null
600508.SH,上海能源,20010829,null
600509.SH,天富能源,20020228,null
600510.SH,黑牡丹,20020618,null
600511.SH,国药股份,20021127,null
600512.SH,腾达建设,20021226,null
600513.SH,联环药业,20030319,null
600515.SH,海南机场,20020806,null
600516.SH,方大炭素,20020830,null
600517.SH,国网英大,20031010,null
600518.SH,康美药业,20010319,null
600519.SH,贵州茅台,20010827,null
600520.SH,文一科技,20020108,null
600521.SH,华海药业,20030304,null
600522.SH,中天科技,20021024,null
600523.SH,贵航股份,20011227,null
600525.SH,长园集团,20021202,null
600526.SH,菲达环保,20020722,null
600527.SH,江南高纤,20031127,null
600528.SH,中铁工业,20010528,null
600529.SH,山东药玻,20020603,null
600530.SH,交大昂立,20010702,null
600531.SH,豫光金铅,20020730,null
600532.SH,退市未来,20021031,20230628
600533.SH,栖霞建设,20020328,null
600535.SH,天士力,20020823,null
600536.SH,中国软件,20020517,null
600537.SH,亿晶光电,20030123,null
600538.SH,国发股份,20030114,null
600539.SH,狮头股份,20010824,null
600540.SH,新赛股份,20040107,null
600543.SH,莫高股份,20040324,null
600545.SH,卓郎智能,20031203,null
600546.SH,山煤国际,20030731,null
600547.SH,山东黄金,20030828,null
600548.SH,深高速,20011225,null
600549.SH,厦门钨业,20021107,null
600550.SH,保变电气,20010228,null
600551.SH,时代出版,20020905,null
600552.SH,凯盛科技,20021108,null
600553.SH,太行水泥,20020822,20110218
600555.SH,退市海创,20010328,20220713
600556.SH,天下秀,20010807,null
600557.SH,康缘药业,20020918,null
600558.SH,大西洋,20010227,null
600559.SH,老白干酒,20021029,null
600560.SH,金自天正,20020919,null
600561.SH,江西长运,20020716,null
600562.SH,国睿科技,20030128,null
600563.SH,法拉电子,20021210,null
600565.SH,ST迪马,20020723,20240807
600566.SH,济川药业,20010822,null
600567.SH,山鹰国际,20011218,null
600568.SH,ST中珠,20010518,null
600569.SH,安阳钢铁,20010820,null
600570.SH,恒生电子,20031216,null
600571.SH,信雅达,20021101,null
600572.SH,康恩贝,20040412,null
600573.SH,惠泉啤酒,20030226,null
600575.SH,淮河能源,20030328,null
600576.SH,祥源文旅,20030220,null
600577.SH,精达股份,20020911,null
600578.SH,京能电力,20020510,null
600579.SH,克劳斯,20020809,null
600580.SH,卧龙电驱,20020606,null
600581.SH,八一钢铁,20020816,null
600582.SH,天地科技,20020515,null
600583.SH,海油工程,20020205,null
600584.SH,长电科技,20030603,null
600585.SH,海螺水泥,20020207,null
600586.SH,金晶科技,20020815,null
600587.SH,新华医疗,20020927,null
600588.SH,用友网络,20010518,null
